,Experiment,Well,Reporter,Copies,lg10_Copies,Target,FPrimer,RPrimer,PrimerPair,BP,GC,Metric,Parameter,Value,EvaGreen,PrimerPairReporter,PrimerPairReporterBPGC
3800,JG045A,13,SYBR,100000000.0,8.0,S044.27,FP004,RP004,FP004-RP004,280,0.6821428571428572,mean,r,0.5037897584853722,EvaGreen,FP004-RP004-EvaGreen,FP004-RP004-EvaGreen-280-0.6821428571428572
3802,JG045A,14,SYBR,100000000.0,8.0,S044.27,FP004,RP004,FP004-RP004,280,0.6821428571428572,mean,r,0.49354713434762515,EvaGreen,FP004-RP004-EvaGreen,FP004-RP004-EvaGreen-280-0.6821428571428572
3804,JG045A,19,SYBR,100000000.0,8.0,S044.28,FP004,RP004,FP004-RP004,500,0.418,mean,r,0.5326763157745802,EvaGreen,FP004-RP004-EvaGreen,FP004-RP004-EvaGreen-500-0.418
3806,JG045A,20,SYBR,100000000.0,8.0,S044.28,FP004,RP004,FP004-RP004,500,0.418,mean,r,0.18589406971208194,EvaGreen,FP004-RP004-EvaGreen,FP004-RP004-EvaGreen-500-0.418
3808,JG045A,217,SYBR,100000000.0,8.0,S044.1,FP004,RP004,FP004-RP004,30,0.26666666666666666,mean,r,1.0920677196227415,EvaGreen,FP004-RP004-EvaGreen,FP004-RP004-EvaGreen-30-0.26666666666666666
3810,JG045A,218,SYBR,100000000.0,8.0,S044.1,FP004,RP004,FP004-RP004,30,0.26666666666666666,mean,r,1.091550690167766,EvaGreen,FP004-RP004-EvaGreen,FP004-RP004-EvaGreen-30-0.26666666666666666
3812,JG045A,220,SYBR,100000000.0,8.0,S044.3,FP004,RP004,FP004-RP004,30,0.6666666666666666,mean,r,0.666418932557533,EvaGreen,FP004-RP004-EvaGreen,FP004-RP004-EvaGreen-30-0.6666666666666666
3814,JG045A,221,SYBR,100000000.0,8.0,S044.3,FP004,RP004,FP004-RP004,30,0.6666666666666666,mean,r,0.6631675486171793,EvaGreen,FP004-RP004-EvaGreen,FP004-RP004-EvaGreen-30-0.6666666666666666
3816,JG045A,223,SYBR,100000000.0,8.0,S044.5,FP004,RP004,FP004-RP004,50,0.26,mean,r,0.9953903859236642,EvaGreen,FP004-RP004-EvaGreen,FP004-RP004-EvaGreen-50-0.26
3818,JG045A,224,SYBR,100000000.0,8.0,S044.5,FP004,RP004,FP004-RP004,50,0.26,mean,r,0.9895810138874281,EvaGreen,FP004-RP004-EvaGreen,FP004-RP004-EvaGreen-50-0.26
3820,JG045A,226,SYBR,100000000.0,8.0,S044.6,FP004,RP004,FP004-RP004,50,0.62,mean,r,0.8055860573086008,EvaGreen,FP004-RP004-EvaGreen,FP004-RP004-EvaGreen-50-0.62
3822,JG045A,227,SYBR,100000000.0,8.0,S044.6,FP004,RP004,FP004-RP004,50,0.62,mean,r,0.8010824032740744,EvaGreen,FP004-RP004-EvaGreen,FP004-RP004-EvaGreen-50-0.62
3824,JG045A,229,SYBR,100000000.0,8.0,S044.7,FP004,RP004,FP004-RP004,50,0.74,mean,r,0.5632483619651573,EvaGreen,FP004-RP004-EvaGreen,FP004-RP004-EvaGreen-50-0.74
3826,JG045A,230,SYBR,100000000.0,8.0,S044.7,FP004,RP004,FP004-RP004,50,0.74,mean,r,0.5767068958874534,EvaGreen,FP004-RP004-EvaGreen,FP004-RP004-EvaGreen-50-0.74
3828,JG045A,232,SYBR,100000000.0,8.0,S044.29,FP004,RP004,FP004-RP004,500,0.57,mean,r,0.48004270259900883,EvaGreen,FP004-RP004-EvaGreen,FP004-RP004-EvaGreen-500-0.57
3830,JG045A,233,SYBR,100000000.0,8.0,S044.29,FP004,RP004,FP004-RP004,500,0.57,mean,r,0.47981200411629926,EvaGreen,FP004-RP004-EvaGreen,FP004-RP004-EvaGreen-500-0.57
3832,JG047A,1,HEX,100000000.0,8.0,S044.19,FP004,RP004,FP004-RP004,160,0.13125,mean,r,0.7599556969456664,Probe,FP004-RP004-Probe,FP004-RP004-Probe-160-0.13125
3834,JG047A,2,HEX,100000000.0,8.0,S044.19,FP004,RP004,FP004-RP004,160,0.13125,mean,r,0.763889678475647,Probe,FP004-RP004-Probe,FP004-RP004-Probe-160-0.13125
3836,JG047A,4,HEX,100000000.0,8.0,S044.20,FP004,RP004,FP004-RP004,160,0.21875,mean,r,0.7960841200548251,Probe,FP004-RP004-Probe,FP004-RP004-Probe-160-0.21875
3838,JG047A,5,HEX,100000000.0,8.0,S044.20,FP004,RP004,FP004-RP004,160,0.21875,mean,r,0.7966031667870084,Probe,FP004-RP004-Probe,FP004-RP004-Probe-160-0.21875
3840,JG047A,7,HEX,100000000.0,8.0,S044.22,FP004,RP004,FP004-RP004,160,0.5875,mean,r,0.5139825976873555,Probe,FP004-RP004-Probe,FP004-RP004-Probe-160-0.5875
3842,JG047A,8,HEX,100000000.0,8.0,S044.22,FP004,RP004,FP004-RP004,160,0.5875,mean,r,0.510634581630134,Probe,FP004-RP004-Probe,FP004-RP004-Probe-160-0.5875
3844,JG047A,10,HEX,100000000.0,8.0,S044.23,FP004,RP004,FP004-RP004,160,0.78125,mean,r,0.4286164250867181,Probe,FP004-RP004-Probe,FP004-RP004-Probe-160-0.78125
3846,JG047A,11,HEX,100000000.0,8.0,S044.23,FP004,RP004,FP004-RP004,160,0.78125,mean,r,0.4252239755383882,Probe,FP004-RP004-Probe,FP004-RP004-Probe-160-0.78125
3848,JG047A,13,HEX,100000000.0,8.0,S044.27,FP004,RP004,FP004-RP004,280,0.6821428571428572,mean,r,0.39159613468585064,Probe,FP004-RP004-Probe,FP004-RP004-Probe-280-0.6821428571428572
3850,JG047A,14,HEX,100000000.0,8.0,S044.27,FP004,RP004,FP004-RP004,280,0.6821428571428572,mean,r,0.3963260926517538,Probe,FP004-RP004-Probe,FP004-RP004-Probe-280-0.6821428571428572
3852,JG047A,16,HEX,100000000.0,8.0,S044.26,FP004,RP004,FP004-RP004,280,0.325,mean,r,0.5817530522401295,Probe,FP004-RP004-Probe,FP004-RP004-Probe-280-0.325
3854,JG047A,17,HEX,100000000.0,8.0,S044.26,FP004,RP004,FP004-RP004,280,0.325,mean,r,0.5673662774730273,Probe,FP004-RP004-Probe,FP004-RP004-Probe-280-0.325
3856,JG047A,20,HEX,100000000.0,8.0,S044.28,FP004,RP004,FP004-RP004,500,0.418,mean,r,0.39401743192574673,Probe,FP004-RP004-Probe,FP004-RP004-Probe-500-0.418
3858,JG047A,223,HEX,100000000.0,8.0,S044.5,FP004,RP004,FP004-RP004,50,0.26,mean,r,0.9557427154010993,Probe,FP004-RP004-Probe,FP004-RP004-Probe-50-0.26
3860,JG047A,224,HEX,100000000.0,8.0,S044.5,FP004,RP004,FP004-RP004,50,0.26,mean,r,0.9639527442189245,Probe,FP004-RP004-Probe,FP004-RP004-Probe-50-0.26
3862,JG047A,226,HEX,100000000.0,8.0,S044.6,FP004,RP004,FP004-RP004,50,0.62,mean,r,0.7517960245871413,Probe,FP004-RP004-Probe,FP004-RP004-Probe-50-0.62
3864,JG047A,227,HEX,100000000.0,8.0,S044.6,FP004,RP004,FP004-RP004,50,0.62,mean,r,0.7555823278802999,Probe,FP004-RP004-Probe,FP004-RP004-Probe-50-0.62
3866,JG047A,229,HEX,100000000.0,8.0,S044.7,FP004,RP004,FP004-RP004,50,0.74,mean,r,0.4506368366392969,Probe,FP004-RP004-Probe,FP004-RP004-Probe-50-0.74
3868,JG047A,230,HEX,100000000.0,8.0,S044.7,FP004,RP004,FP004-RP004,50,0.74,mean,r,0.45725960961007717,Probe,FP004-RP004-Probe,FP004-RP004-Probe-50-0.74
3870,JG047A,232,HEX,100000000.0,8.0,S044.29,FP004,RP004,FP004-RP004,500,0.57,mean,r,0.3947603931352441,Probe,FP004-RP004-Probe,FP004-RP004-Probe-500-0.57
3872,JG047A,233,HEX,100000000.0,8.0,S044.29,FP004,RP004,FP004-RP004,500,0.57,mean,r,0.4033453424550849,Probe,FP004-RP004-Probe,FP004-RP004-Probe-500-0.57
3874,JG051A,25,FAM,100000000.0,8.0,S037.01.01,FP001,RP001,FP001-RP001,161,0.577639751552795,mean,r,0.6294202429106862,Probe,FP001-RP001-Probe,FP001-RP001-Probe-161-0.577639751552795
3876,JG051A,31,FAM,100000000.0,8.0,S037.02.04,FP001,RP005,FP001-RP005,92,0.5543478260869565,mean,r,0.5813071071898331,Probe,FP001-RP005-Probe,FP001-RP005-Probe-92-0.5543478260869565
3878,JG051A,43,HEX,100000000.0,8.0,S037.06.01,FP004,RP004,FP004-RP004,98,0.47959183673469385,mean,r,0.6904806621886198,Probe,FP004-RP004-Probe,FP004-RP004-Probe-98-0.47959183673469385
3880,JG051A,49,FAM,100000000.0,8.0,S037.01.01,FP001,RP001,FP001-RP001,161,0.577639751552795,mean,r,0.61420422445525,Probe,FP001-RP001-Probe,FP001-RP001-Probe-161-0.577639751552795
3882,JG051A,55,FAM,100000000.0,8.0,S037.02.04,FP001,RP005,FP001-RP005,92,0.5543478260869565,mean,r,0.5741416749744518,Probe,FP001-RP005-Probe,FP001-RP005-Probe-92-0.5543478260869565
3884,JG051A,67,HEX,100000000.0,8.0,S037.06.01,FP004,RP004,FP004-RP004,98,0.47959183673469385,mean,r,0.7036203092494262,Probe,FP004-RP004-Probe,FP004-RP004-Probe-98-0.47959183673469385
3886,JG051A,97,FAM,100000000.0,8.0,S037.01.03,FP001,RP001,FP001-RP001,326,0.49693251533742333,mean,r,0.5770561279057552,Probe,FP001-RP001-Probe,FP001-RP001-Probe-326-0.49693251533742333
3888,JG051A,103,HEX,100000000.0,8.0,S037.03.01,FP005,RP005,FP005-RP005,192,0.4427083333333333,mean,r,0.5803745809624854,Probe,FP005-RP005-Probe,FP005-RP005-Probe-192-0.4427083333333333
3890,JG051A,115,HEX,100000000.0,8.0,S037.06.02,FP004,RP004,FP004-RP004,101,0.43564356435643564,mean,r,0.7457185067278757,Probe,FP004-RP004-Probe,FP004-RP004-Probe-101-0.43564356435643564
3892,JG051A,121,FAM,100000000.0,8.0,S037.01.03,FP001,RP001,FP001-RP001,326,0.49693251533742333,mean,r,0.5749068898924982,Probe,FP001-RP001-Probe,FP001-RP001-Probe-326-0.49693251533742333
3894,JG051A,127,HEX,100000000.0,8.0,S037.03.01,FP005,RP005,FP005-RP005,192,0.4427083333333333,mean,r,0.5830326791160099,Probe,FP005-RP005-Probe,FP005-RP005-Probe-192-0.4427083333333333
3896,JG051A,139,HEX,100000000.0,8.0,S037.06.02,FP004,RP004,FP004-RP004,101,0.43564356435643564,mean,r,0.7449254064435888,Probe,FP004-RP004-Probe,FP004-RP004-Probe-101-0.43564356435643564
3898,JG051A,169,FAM,100000000.0,8.0,S037.02.01,FP001,RP005,FP001-RP005,81,0.5432098765432098,mean,r,0.6231697205307235,Probe,FP001-RP005-Probe,FP001-RP005-Probe-81-0.5432098765432098
3900,JG051A,175,HEX,100000000.0,8.0,S037.03.02,FP005,RP005,FP005-RP005,117,0.6752136752136753,mean,r,0.4144279758065634,Probe,FP005-RP005-Probe,FP005-RP005-Probe-117-0.6752136752136753
3902,JG051A,181,HEX,100000000.0,8.0,S037.04.04,FP002,RP006,FP002-RP006,104,0.4326923076923077,mean,r,0.5249596744490621,Probe,FP002-RP006-Probe,FP002-RP006-Probe-104-0.4326923076923077
3904,JG051A,187,HEX,100000000.0,8.0,S037.06.03,FP004,RP004,FP004-RP004,106,0.4056603773584906,mean,r,0.749817437246167,Probe,FP004-RP004-Probe,FP004-RP004-Probe-106-0.4056603773584906
3906,JG051A,193,FAM,100000000.0,8.0,S037.02.01,FP001,RP005,FP001-RP005,81,0.5432098765432098,mean,r,0.631690308464436,Probe,FP001-RP005-Probe,FP001-RP005-Probe-81-0.5432098765432098
3908,JG051A,199,HEX,100000000.0,8.0,S037.03.02,FP005,RP005,FP005-RP005,117,0.6752136752136753,mean,r,0.4095075947347594,Probe,FP005-RP005-Probe,FP005-RP005-Probe-117-0.6752136752136753
3910,JG051A,205,HEX,100000000.0,8.0,S037.04.04,FP002,RP006,FP002-RP006,104,0.4326923076923077,mean,r,0.5185559535341658,Probe,FP002-RP006-Probe,FP002-RP006-Probe-104-0.4326923076923077
3912,JG051A,211,HEX,100000000.0,8.0,S037.06.03,FP004,RP004,FP004-RP004,106,0.4056603773584906,mean,r,0.7629541323225604,Probe,FP004-RP004-Probe,FP004-RP004-Probe-106-0.4056603773584906
3914,JG051A,241,FAM,100000000.0,8.0,S037.02.02,FP001,RP005,FP001-RP005,77,0.5714285714285714,mean,r,0.5571566534132132,Probe,FP001-RP005-Probe,FP001-RP005-Probe-77-0.5714285714285714
3916,JG051A,247,HEX,100000000.0,8.0,S037.04.01,FP002,RP006,FP002-RP006,100,0.48,mean,r,0.5045289628628397,Probe,FP002-RP006-Probe,FP002-RP006-Probe-100-0.48
3918,JG051A,253,FAM,100000000.0,8.0,S037.05.01,FP006,RP006,FP006-RP006,103,0.4854368932038835,mean,r,0.6702473962615325,Probe,FP006-RP006-Probe,FP006-RP006-Probe-103-0.4854368932038835
3920,JG051A,259,FAM,100000000.0,8.0,S037.08.01,FP003,RP008,FP003-RP008,57,0.2807017543859649,mean,r,0.9083752814180919,Probe,FP003-RP008-Probe,FP003-RP008-Probe-57-0.2807017543859649
3922,JG051A,265,FAM,100000000.0,8.0,S037.02.02,FP001,RP005,FP001-RP005,77,0.5714285714285714,mean,r,0.5618222986750621,Probe,FP001-RP005-Probe,FP001-RP005-Probe-77-0.5714285714285714
3924,JG051A,271,HEX,100000000.0,8.0,S037.04.01,FP002,RP006,FP002-RP006,100,0.48,mean,r,0.503204985972169,Probe,FP002-RP006-Probe,FP002-RP006-Probe-100-0.48
3926,JG051A,277,FAM,100000000.0,8.0,S037.05.01,FP006,RP006,FP006-RP006,103,0.4854368932038835,mean,r,0.6611707147587552,Probe,FP006-RP006-Probe,FP006-RP006-Probe-103-0.4854368932038835
3928,JG051A,283,FAM,100000000.0,8.0,S037.08.01,FP003,RP008,FP003-RP008,57,0.2807017543859649,mean,r,0.9138183615519155,Probe,FP003-RP008-Probe,FP003-RP008-Probe-57-0.2807017543859649
3930,JG051A,313,FAM,100000000.0,8.0,S037.02.03,FP001,RP005,FP001-RP005,95,0.4842105263157895,mean,r,0.717328005861225,Probe,FP001-RP005-Probe,FP001-RP005-Probe-95-0.4842105263157895
3932,JG051A,325,FAM,100000000.0,8.0,S037.05.02,FP006,RP006,FP006-RP006,106,0.44339622641509435,mean,r,0.7066300483510493,Probe,FP006-RP006-Probe,FP006-RP006-Probe-106-0.44339622641509435
3934,JG051A,337,FAM,100000000.0,8.0,S037.02.03,FP001,RP005,FP001-RP005,95,0.4842105263157895,mean,r,0.714335480912604,Probe,FP001-RP005-Probe,FP001-RP005-Probe-95-0.4842105263157895
3936,JG051A,349,FAM,100000000.0,8.0,S037.05.02,FP006,RP006,FP006-RP006,106,0.44339622641509435,mean,r,0.7029188702366823,Probe,FP006-RP006-Probe,FP006-RP006-Probe-106-0.44339622641509435
3938,JG056A,289,EVAGREEN,100000000.0,8.0,S056.1.1,FP001,RP001x,FP001-RP001x,80,0.3375,mean,r,0.9280700637895601,EvaGreen,FP001-RP001x-EvaGreen,FP001-RP001x-EvaGreen-80-0.3375
3940,JG056A,290,EVAGREEN,100000000.0,8.0,S056.1.1,FP001,RP001x,FP001-RP001x,80,0.3375,mean,r,0.9230000322743342,EvaGreen,FP001-RP001x-EvaGreen,FP001-RP001x-EvaGreen-80-0.3375
3942,JG056A,291,EVAGREEN,100000000.0,8.0,S056.1.2,FP001,RP001x,FP001-RP001x,232,0.41379310344827586,mean,r,0.680754148533575,EvaGreen,FP001-RP001x-EvaGreen,FP001-RP001x-EvaGreen-232-0.41379310344827586
3944,JG056A,292,EVAGREEN,100000000.0,8.0,S056.1.2,FP001,RP001x,FP001-RP001x,232,0.41379310344827586,mean,r,0.68284908898021,EvaGreen,FP001-RP001x-EvaGreen,FP001-RP001x-EvaGreen-232-0.41379310344827586
3946,JG056A,293,EVAGREEN,100000000.0,8.0,S056.1.3,FP001,RP001x,FP001-RP001x,272,0.6727941176470589,mean,r,0.4441773374285763,EvaGreen,FP001-RP001x-EvaGreen,FP001-RP001x-EvaGreen-272-0.6727941176470589
3948,JG056A,294,EVAGREEN,100000000.0,8.0,S056.1.3,FP001,RP001x,FP001-RP001x,272,0.6727941176470589,mean,r,0.4437181734193401,EvaGreen,FP001-RP001x-EvaGreen,FP001-RP001x-EvaGreen-272-0.6727941176470589
3950,JG056A,295,EVAGREEN,100000000.0,8.0,S056.1.4,FP001,RP001x,FP001-RP001x,152,0.20394736842105263,mean,r,0.7836871696123469,EvaGreen,FP001-RP001x-EvaGreen,FP001-RP001x-EvaGreen-152-0.20394736842105263
3952,JG056A,296,EVAGREEN,100000000.0,8.0,S056.1.4,FP001,RP001x,FP001-RP001x,152,0.20394736842105263,mean,r,0.7860622891492822,EvaGreen,FP001-RP001x-EvaGreen,FP001-RP001x-EvaGreen-152-0.20394736842105263
3954,JG056A,297,EVAGREEN,100000000.0,8.0,S056.1.5,FP001,RP001x,FP001-RP001x,49,0.7551020408163265,mean,r,0.6449501170831938,EvaGreen,FP001-RP001x-EvaGreen,FP001-RP001x-EvaGreen-49-0.7551020408163265
3956,JG056A,298,EVAGREEN,100000000.0,8.0,S056.1.5,FP001,RP001x,FP001-RP001x,49,0.7551020408163265,mean,r,0.6422456010958894,EvaGreen,FP001-RP001x-EvaGreen,FP001-RP001x-EvaGreen-49-0.7551020408163265
3958,JG056A,299,EVAGREEN,100000000.0,8.0,S056.1.6,FP001,RP001x,FP001-RP001x,152,0.5921052631578947,mean,r,0.5592042233638064,EvaGreen,FP001-RP001x-EvaGreen,FP001-RP001x-EvaGreen-152-0.5921052631578947
3960,JG056A,300,EVAGREEN,100000000.0,8.0,S056.1.6,FP001,RP001x,FP001-RP001x,152,0.5921052631578947,mean,r,0.5585564923083517,EvaGreen,FP001-RP001x-EvaGreen,FP001-RP001x-EvaGreen-152-0.5921052631578947
3962,JG056A,301,EVAGREEN,100000000.0,8.0,S056.1.7,FP001,RP001x,FP001-RP001x,84,0.7976190476190477,mean,r,0.7960309750377417,EvaGreen,FP001-RP001x-EvaGreen,FP001-RP001x-EvaGreen-84-0.7976190476190477
3964,JG056A,302,EVAGREEN,100000000.0,8.0,S056.1.7,FP001,RP001x,FP001-RP001x,84,0.7976190476190477,mean,r,0.794010727293959,EvaGreen,FP001-RP001x-EvaGreen,FP001-RP001x-EvaGreen-84-0.7976190476190477
3966,JG056A,303,EVAGREEN,100000000.0,8.0,S056.1.8,FP001,RP001x,FP001-RP001x,36,0.4444444444444444,mean,r,0.9441415184548173,EvaGreen,FP001-RP001x-EvaGreen,FP001-RP001x-EvaGreen-36-0.4444444444444444
3968,JG056A,304,EVAGREEN,100000000.0,8.0,S056.1.8,FP001,RP001x,FP001-RP001x,36,0.4444444444444444,mean,r,0.9445204990166219,EvaGreen,FP001-RP001x-EvaGreen,FP001-RP001x-EvaGreen-36-0.4444444444444444
3970,JG056A,305,EVAGREEN,100000000.0,8.0,S056.1.9,FP001,RP001x,FP001-RP001x,80,0.425,mean,r,0.8716088599858978,EvaGreen,FP001-RP001x-EvaGreen,FP001-RP001x-EvaGreen-80-0.425
3972,JG056A,306,EVAGREEN,100000000.0,8.0,S056.1.9,FP001,RP001x,FP001-RP001x,80,0.425,mean,r,0.8728733333018314,EvaGreen,FP001-RP001x-EvaGreen,FP001-RP001x-EvaGreen-80-0.425
3974,JG056B,1,HEX,100000000.0,8.0,S056.2.1,FP002,RP002x,FP002-RP002x,80,0.3375,mean,r,0.810236111357159,Probe,FP002-RP002x-Probe,FP002-RP002x-Probe-80-0.3375
3976,JG056B,2,HEX,100000000.0,8.0,S056.2.1,FP002,RP002x,FP002-RP002x,80,0.3375,mean,r,0.8132004124774715,Probe,FP002-RP002x-Probe,FP002-RP002x-Probe-80-0.3375
3978,JG056B,3,HEX,100000000.0,8.0,S056.2.2,FP002,RP002x,FP002-RP002x,232,0.41379310344827586,mean,r,0.6201352277494246,Probe,FP002-RP002x-Probe,FP002-RP002x-Probe-232-0.41379310344827586
3980,JG056B,4,HEX,100000000.0,8.0,S056.2.2,FP002,RP002x,FP002-RP002x,232,0.41379310344827586,mean,r,0.6220412996201877,Probe,FP002-RP002x-Probe,FP002-RP002x-Probe-232-0.41379310344827586
3982,JG056B,5,HEX,100000000.0,8.0,S056.2.3,FP002,RP002x,FP002-RP002x,272,0.6727941176470589,mean,r,0.41149285947034636,Probe,FP002-RP002x-Probe,FP002-RP002x-Probe-272-0.6727941176470589
3984,JG056B,6,HEX,100000000.0,8.0,S056.2.3,FP002,RP002x,FP002-RP002x,272,0.6727941176470589,mean,r,0.41946664618501206,Probe,FP002-RP002x-Probe,FP002-RP002x-Probe-272-0.6727941176470589
3986,JG056B,7,HEX,100000000.0,8.0,S056.2.4,FP002,RP002x,FP002-RP002x,152,0.20394736842105263,mean,r,0.7981482396322819,Probe,FP002-RP002x-Probe,FP002-RP002x-Probe-152-0.20394736842105263
3988,JG056B,8,HEX,100000000.0,8.0,S056.2.4,FP002,RP002x,FP002-RP002x,152,0.20394736842105263,mean,r,0.8034312499044726,Probe,FP002-RP002x-Probe,FP002-RP002x-Probe-152-0.20394736842105263
3990,JG056B,9,HEX,100000000.0,8.0,S056.2.5,FP002,RP002x,FP002-RP002x,49,0.7551020408163265,mean,r,0.3701096576062924,Probe,FP002-RP002x-Probe,FP002-RP002x-Probe-49-0.7551020408163265
3992,JG056B,10,HEX,100000000.0,8.0,S056.2.5,FP002,RP002x,FP002-RP002x,49,0.7551020408163265,mean,r,0.3711787986553196,Probe,FP002-RP002x-Probe,FP002-RP002x-Probe-49-0.7551020408163265
3994,JG056B,11,HEX,100000000.0,8.0,S056.2.6,FP002,RP002x,FP002-RP002x,152,0.5921052631578947,mean,r,0.5112678047362507,Probe,FP002-RP002x-Probe,FP002-RP002x-Probe-152-0.5921052631578947
3996,JG056B,12,HEX,100000000.0,8.0,S056.2.6,FP002,RP002x,FP002-RP002x,152,0.5921052631578947,mean,r,0.5116159119051601,Probe,FP002-RP002x-Probe,FP002-RP002x-Probe-152-0.5921052631578947
3998,JG056B,13,HEX,100000000.0,8.0,S056.2.7,FP002,RP002x,FP002-RP002x,84,0.7976190476190477,mean,r,0.6165208032401701,Probe,FP002-RP002x-Probe,FP002-RP002x-Probe-84-0.7976190476190477
4000,JG056B,14,HEX,100000000.0,8.0,S056.2.7,FP002,RP002x,FP002-RP002x,84,0.7976190476190477,mean,r,0.6179607763043274,Probe,FP002-RP002x-Probe,FP002-RP002x-Probe-84-0.7976190476190477
4002,JG056B,15,HEX,100000000.0,8.0,S056.2.8,FP002,RP002x,FP002-RP002x,36,0.4444444444444444,mean,r,0.7757459475829644,Probe,FP002-RP002x-Probe,FP002-RP002x-Probe-36-0.4444444444444444
4004,JG056B,16,HEX,100000000.0,8.0,S056.2.8,FP002,RP002x,FP002-RP002x,36,0.4444444444444444,mean,r,0.7755089838549016,Probe,FP002-RP002x-Probe,FP002-RP002x-Probe-36-0.4444444444444444
4006,JG056B,17,HEX,100000000.0,8.0,S056.2.9,FP002,RP002x,FP002-RP002x,80,0.425,mean,r,0.705753707572199,Probe,FP002-RP002x-Probe,FP002-RP002x-Probe-80-0.425
4008,JG056B,18,HEX,100000000.0,8.0,S056.2.9,FP002,RP002x,FP002-RP002x,80,0.425,mean,r,0.7070138453485636,Probe,FP002-RP002x-Probe,FP002-RP002x-Probe-80-0.425
4010,JG056B,291,EVAGREEN,100000000.0,8.0,S056.2.2,FP002,RP002x,FP002-RP002x,232,0.41379310344827586,mean,r,0.5171778275638961,EvaGreen,FP002-RP002x-EvaGreen,FP002-RP002x-EvaGreen-232-0.41379310344827586
4012,JG056B,292,EVAGREEN,100000000.0,8.0,S056.2.2,FP002,RP002x,FP002-RP002x,232,0.41379310344827586,mean,r,0.5153825154610011,EvaGreen,FP002-RP002x-EvaGreen,FP002-RP002x-EvaGreen-232-0.41379310344827586
4014,JG056B,293,EVAGREEN,100000000.0,8.0,S056.2.3,FP002,RP002x,FP002-RP002x,272,0.6727941176470589,mean,r,0.39892079435717903,EvaGreen,FP002-RP002x-EvaGreen,FP002-RP002x-EvaGreen-272-0.6727941176470589
4016,JG056B,294,EVAGREEN,100000000.0,8.0,S056.2.3,FP002,RP002x,FP002-RP002x,272,0.6727941176470589,mean,r,0.3910890045179514,EvaGreen,FP002-RP002x-EvaGreen,FP002-RP002x-EvaGreen-272-0.6727941176470589
4018,JG056B,295,EVAGREEN,100000000.0,8.0,S056.2.4,FP002,RP002x,FP002-RP002x,152,0.20394736842105263,mean,r,0.5950871414608863,EvaGreen,FP002-RP002x-EvaGreen,FP002-RP002x-EvaGreen-152-0.20394736842105263
4020,JG056B,296,EVAGREEN,100000000.0,8.0,S056.2.4,FP002,RP002x,FP002-RP002x,152,0.20394736842105263,mean,r,0.5947614197888935,EvaGreen,FP002-RP002x-EvaGreen,FP002-RP002x-EvaGreen-152-0.20394736842105263
4022,JG056B,297,EVAGREEN,100000000.0,8.0,S056.2.5,FP002,RP002x,FP002-RP002x,49,0.7551020408163265,mean,r,0.36333737013354683,EvaGreen,FP002-RP002x-EvaGreen,FP002-RP002x-EvaGreen-49-0.7551020408163265
4024,JG056B,298,EVAGREEN,100000000.0,8.0,S056.2.5,FP002,RP002x,FP002-RP002x,49,0.7551020408163265,mean,r,0.3595499217772542,EvaGreen,FP002-RP002x-EvaGreen,FP002-RP002x-EvaGreen-49-0.7551020408163265
4026,JG056B,299,EVAGREEN,100000000.0,8.0,S056.2.6,FP002,RP002x,FP002-RP002x,152,0.5921052631578947,mean,r,0.4319380488417706,EvaGreen,FP002-RP002x-EvaGreen,FP002-RP002x-EvaGreen-152-0.5921052631578947
4028,JG056B,300,EVAGREEN,100000000.0,8.0,S056.2.6,FP002,RP002x,FP002-RP002x,152,0.5921052631578947,mean,r,0.42973184462221714,EvaGreen,FP002-RP002x-EvaGreen,FP002-RP002x-EvaGreen-152-0.5921052631578947
4030,JG056B,301,EVAGREEN,100000000.0,8.0,S056.2.7,FP002,RP002x,FP002-RP002x,84,0.7976190476190477,mean,r,0.6585980510470337,EvaGreen,FP002-RP002x-EvaGreen,FP002-RP002x-EvaGreen-84-0.7976190476190477
4032,JG056B,302,EVAGREEN,100000000.0,8.0,S056.2.7,FP002,RP002x,FP002-RP002x,84,0.7976190476190477,mean,r,0.653674311442875,EvaGreen,FP002-RP002x-EvaGreen,FP002-RP002x-EvaGreen-84-0.7976190476190477
4034,JG056B,303,EVAGREEN,100000000.0,8.0,S056.2.8,FP002,RP002x,FP002-RP002x,36,0.4444444444444444,mean,r,0.7472318043414041,EvaGreen,FP002-RP002x-EvaGreen,FP002-RP002x-EvaGreen-36-0.4444444444444444
4036,JG056B,304,EVAGREEN,100000000.0,8.0,S056.2.8,FP002,RP002x,FP002-RP002x,36,0.4444444444444444,mean,r,0.7541146574693386,EvaGreen,FP002-RP002x-EvaGreen,FP002-RP002x-EvaGreen-36-0.4444444444444444
4038,JG056C,1,HEX,100000000.0,8.0,S056.4.1,FP004,RP004x,FP004-RP004x,80,0.3375,mean,r,0.8297220116511702,Probe,FP004-RP004x-Probe,FP004-RP004x-Probe-80-0.3375
4040,JG056C,2,HEX,100000000.0,8.0,S056.4.1,FP004,RP004x,FP004-RP004x,80,0.3375,mean,r,0.8327408524274988,Probe,FP004-RP004x-Probe,FP004-RP004x-Probe-80-0.3375
4042,JG056C,3,HEX,100000000.0,8.0,S056.4.2,FP004,RP004x,FP004-RP004x,232,0.41379310344827586,mean,r,0.591757392927098,Probe,FP004-RP004x-Probe,FP004-RP004x-Probe-232-0.41379310344827586
